gene_id	gene_name	Nac_oxy_1	Nac_oxy_2	Nac_oxy_3	Nac_oxy_4	Nac_oxy_5	Nac_oxy_6	Nac_oxy_7	Nac_oxy_8	Nac_Sal_1	Nac_Sal_2	Nac_Sal_3	Nac_Sal_4	Nac_Sal_5	Nac_Sal_6	Nac_Sal_7	Nac_Sal_8
ENSMUSG00000041144	Dnah7b	22.645	129.241	144.877	83.233	103.302	102	65.542	132.53	125.71	91.473	17	133.728	69.238	177.224	20.816	102.866
ENSMUSG00000041147	Brca2	37	126	204.999	130	87.999	167.999	148	166	136	86	24.999	168	122	202	45	125
ENSMUSG00000041153	Osgin2	41.001	143	200	133	118	180	120	213	147	173	19	310	134	242	54	216
ENSMUSG00000041161	Otud3	18	58	34	33	26	47	33	46	37	35	2	93	41	69	7	65
ENSMUSG00000041164	Zmiz2	252	495.002	391.999	493.999	390	313	566	397	421	419	78	648	835	725	163	549.999
ENSMUSG00000041165	Spem1	0	0	1	0	0	4	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000041168	Lonp1	138	566	528	332	257	471	360	480	739	289	61	843	312	927	76	612
ENSMUSG00000041180	Hectd2	89	259	343.999	265	158	264	201	266.999	246	165	40	364	191.999	332	65.541	237.001
ENSMUSG00000041187	Prkd2	4	21	21	12	11	16	20	13	20	11	0	28	26	20	5	2
ENSMUSG00000041189	Chrnb1	2	2	3	2	2	5	6	8	1	4	0	2	4	6	3	6
ENSMUSG00000041193	Pla2g5	2	19	18	8	6	14	6	6	15	17	3	23	10	20	0	19
ENSMUSG00000041199	Rpusd1	54	231	264	170	88	271	146	136	196	107	19	318	131	361	32	280
ENSMUSG00000041202	Pla2g2d	0	0	0	0	0	0	0	0	0	0	0	0	1	7	0	0
ENSMUSG00000041203	2310036O22Rik	35	329	270	217	139	275	172	245	291	164	34	408	120	483	60	284
ENSMUSG00000041205	Map6d1	103	337	381	269	206	580	349	405	523	207	41	639	311	522	62	481
ENSMUSG00000041215	Yeats2	95	417	329	320	226	353	238	356	404	302	67	491	299	678	58	338
ENSMUSG00000041216	Clvs1	216	671	907	697.999	455	774.001	655.999	624	810.001	405	94.348	959.001	602.001	807	129.908	677
ENSMUSG00000041219	Arhgap11a	14	41	51	38	24	39	56	39	72	22	10	55	40	48	11	39
ENSMUSG00000041220	Elovl6	120	464	446	392	255	470	396.999	629	501	338	67	787	364	982	83	471
ENSMUSG00000041225	Arhgap12	126	751.999	891.999	562	454	913	583	734.999	939.001	528	85	1128	446.001	1194.001	142	722.999
ENSMUSG00000041229	Phf8	109.999	419	407	349	231.001	341	314	346	419	347.002	44	562	284	608	60	355.999
ENSMUSG00000041231	Ublcp1	73	284.906	350.976	235.981	189	382.753	180	317.951	349.995	215.767	39	472.998	177	513.917	86.984	264
ENSMUSG00000041235	Chd7	93.999	334	323	372	218.999	337	290	237	289	247	71	332	320	456.001	63	285
ENSMUSG00000041236	Vps41	318	1473	1816	1055	937	1622	972	1500	2009	974	269	2526	894	2572	456	1682
ENSMUSG00000041237	Pklr	0	2	0	0	0	0	0	0	0	0	0	0	0	5	0	0
ENSMUSG00000041238	Rbbp8	10	41	66	33	35	44	31	54	37	41	8	65	28	46	15	65
ENSMUSG00000041241	Mul1	63	302	346	258	189	357	243	308	352	223	26	499	266	548	51	338
ENSMUSG00000041245	Wnk3	231	872	1314	890.999	650	1075	739	970	1392	871.001	154	1271	650	1320.999	264.989	874
ENSMUSG00000041247	Lamp3	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000041248	Kcnj1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000041255	Tmco5b	0	0	1	2	0	7	3	0	0	0	0	0	0	0	0	4
ENSMUSG00000041258	Zfp236	220	864	983	768.998	516	819	745.999	826.001	1024	620.001	110.011	1214.001	684	1298	166.001	892.001
ENSMUSG00000041261	Car8	20	105	121	85	58	117	57	107	168	73	20	236	72	163	10	99
ENSMUSG00000041263	Rusc1	221.001	732.999	747.999	482.001	439	693	576	883	845	464.001	83	1181.999	609	1173.999	189	852.999
ENSMUSG00000041264	Uspl1	132	499.998	504.001	396.999	273.999	447.001	321.999	498.999	430	306	56	623	320.001	658.001	89	422
ENSMUSG00000041268	Dmxl2	1151	4311	5949	3895	2805.001	4864.999	3553.999	4887	5914	2847.999	709.001	6554.001	3558	6059.001	1020.001	4207
ENSMUSG00000041272	Tox	35.999	69	77.999	66.001	51	74	60	81	59	72	16	72	85	117	15	61
ENSMUSG00000041278	Ttc1	61	317	267	175.001	141	240	175	283	323	125	37	432	143	399.001	46	297
ENSMUSG00000041287	Sox15	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000041293	Adgrf1	0	3	1	0	0	0	0	0	0	0	0	2	0	0	0	0
ENSMUSG00000041297	Cdk13	243	947	1261	860	575	1137	781.69	1016	1380	602.898	168	1430	787.69	1447	198	1010
ENSMUSG00000041298	Katnal1	165	572.001	636.39	469.674	349.111	716.137	481.296	555.699	782.218	528.001	97	1017.999	536.999	1219.345	89	529.001
ENSMUSG00000041301	Cftr	9	52	59	30	17	55	42	41	51.001	39	8	63	36	50	6	46
ENSMUSG00000041303	Gtf3c3	152	513	652	405	277	491	376.999	675	562	266	62	771	382	639	96	480
ENSMUSG00000041308	Sntb2	55	233	229	174	120	242	235	172	260	138	37	374	164	210	39	170
ENSMUSG00000041309	Nkx6-2	30	147	130	111	86	228	83	114	232	159	29.46	225	83	353	24.633	134
ENSMUSG00000041313	Slc7a1	140	341	279	309	230	248.001	317	371	338	268	49	460	350	522	61	336
ENSMUSG00000041319	Thoc6	1	37	30	20	21	60	22	12	47.999	26	8	54	14	82	2	35
ENSMUSG00000041323	Ak7	5	25	29	9	5	4	20	4	14	15	1	18	4	27	1	24
ENSMUSG00000041324	Inhba	4	32	13	20	16	11	32	7	48	10	13	43	16	25	8	33
ENSMUSG00000041328	Pcf11	175	861	997	706	516	1214	667	843	1200	486.999	122	1349	576	1090	161	823
ENSMUSG00000041329	Atp1b2	464	358.999	408	467	370.001	436	558	398	376	414	31	322	820	461.001	239	248
ENSMUSG00000041333	Mup4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000041341	Atg2b	363	1296	1570	1255	838	1245	1096	1416	1718	1030	186	1946	960	2187	228	1306
ENSMUSG00000041343	Ankrd42	34.001	165.001	197	123	94.001	131.001	135.001	179	154	125	22	198.001	135	246.001	37	149
ENSMUSG00000041346	Wrap53	14	107	85	67	57	97	64	128	82	67	9	130	67	185	12	104
ENSMUSG00000041347	Bdkrb1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000041351	Rap1gap	822.999	4374	3997.999	2885.999	2133	3607.001	3254	2999.999	4190.998	1893.001	524	5660	2740.999	5213	489.001	4829
ENSMUSG00000041353	Tmem29	65.999	195	243	193	88	217.999	149.001	262	230	207.001	27	218.001	188.999	225.999	43	175
ENSMUSG00000041354	Rgl2	71.999	300	288	203	139	274	229	241	335.998	239.001	53	474	223	541.999	60.001	273.999
ENSMUSG00000041355	Ssr2	67	337.001	434	267	175	395	168.999	380.999	351	214.999	42	485	200.999	452	59	299
ENSMUSG00000041358	Nutm1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3
ENSMUSG00000041359	Tcl1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000041360	D19Bwg1357e	42	256	240	192	122	248	161	222	276	144	27	314	136	361	65	243
ENSMUSG00000041361	Myzap	4	0	2	2	0	0	7	8	5	5	0	5	0	14.562	0	0
ENSMUSG00000041362	Shtn1	127	488	602	425	298	714	417	546	515	384	101	700	364	1036	98	492
ENSMUSG00000041372	B4galnt3	0	0	1	0	1	0	0	1	0	0	0	3	5	0	1	1
ENSMUSG00000041375	Ccdc9	45	170.001	103	114	74	130	109.999	111.999	208	99.999	27	257.001	95.001	284	24	179.999
ENSMUSG00000041377	Ninj2	6	4	27	11	2	27	13	4	9	6	1	17	10	18	0	21
ENSMUSG00000041378	Cldn5	27	130	124	140	96	171	152	136	204	121	12	278	100	312	29	238
ENSMUSG00000041380	Htr2c	535	1139	1540.001	1463.999	886.999	1419	938	1763	1237.999	955	225	1507.999	1428	1550	349.001	1208
ENSMUSG00000041390	Mdfic	7	54	48.001	69.999	30	63	41	51	35	14	12	64	41	40	11	46
ENSMUSG00000041396	Mettl18	9	61	76	47	36	74	30	70	93	34	9	105	27	103	16	53
ENSMUSG00000041399	1700013G24Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000041406	BC055324	10	17	31	35	15	35	23	21	60	10	0	32	25	32	1.009	39
ENSMUSG00000041408	Wapal	273	1089.001	1373	955	638	1151	926	1205	1445	757	161.999	1827.999	766	1719.999	236	1081
ENSMUSG00000041415	Dicer1	248	967	1144	938	575	838	876	893	1202	756	132	1336	781	1450	141	1014
ENSMUSG00000041417	Pik3r1	379	1598	1835.001	1415	874.001	2056	1536	1700	1745	1269	254	2697.999	1231	2937.999	205	1783.999
ENSMUSG00000041420	Meis3	50	238	255	134	135	190.001	154.001	222	285	159	39	372.001	124.001	379.999	39	262
ENSMUSG00000041423	Paqr6	9	48.89	40.368	17	19	31	22	24.311	46	26	10	50	19	54	10	29
ENSMUSG00000041426	Hibch	43	142.001	176	143	97	215	125	195	172	133	23.999	197	101	193	25	148
ENSMUSG00000041429	Nthl1	5	19	26	17	12	11	6	24	22	15	6	35	8	42	3	24
ENSMUSG00000041431	Ccnb1	6	17	18	3	1	11	11	8	5	7	0	9	6	4	1	16
ENSMUSG00000041438	Cirh1a	44	255	220	149	124	209	209	246	267	155	27	362	116	343	33	239
ENSMUSG00000041439	Mfsd6	253	818.999	828	612.999	461.999	830	546	1095.001	783.999	592.999	100	1318	589.001	1523	153.001	806.999
ENSMUSG00000041440	Gk5	19	43	53	37.999	50	47	41	59	66	32	10	68	55	76	11	37
ENSMUSG00000041444	Arhgap32	1647.999	5340.999	6339	4788.999	3173	5973.999	5835	5582	5920	3171	740	7493.999	4962.999	6114	1173.999	5666.001
ENSMUSG00000041445	Mmrn2	9	25	42	38	13	26	21	32	47	15	7	53	17	62	5	39
ENSMUSG00000041449	Serpina3h	0	1	0	0	1	0	0	1	0	0	0	0	2	0	0	0
ENSMUSG00000041453	Rpl21	299.574	2253.183	2493.518	1436.37	1042.555	2420.495	1366.262	2134.63	2556.622	1412.567	261.112	3087.927	1057.798	3660.962	458.926	2157.136
ENSMUSG00000041459	Tardbp	474.999	1588.998	1900.998	1480.995	1120.999	1761.001	1433.999	1597	2306	1333.999	262	2700.998	1262	2517	422.842	1662.001
ENSMUSG00000041460	Cacna2d4	12	30	27	29	17	28.999	39	24	18	20	10	52	31	63.001	4	29
ENSMUSG00000041468	Gpr12	71	321	286	236	128	285	238	263	315	83.001	42	378	193	224	38	382
ENSMUSG00000041471	Fam35a	28	133	149	120	81	165	99	127	177	102	17	190	100	184	34	94
ENSMUSG00000041476	Smpx	0	0	0	0	0	0	0	5	0	0	0	2	0	0	0	0
ENSMUSG00000041477	Dcp1b	71.001	270	242	175.999	110.001	208	171	250.001	242	174	36.999	274.999	195	439	42.999	218
ENSMUSG00000041479	Syt15	2	4	4	11	3	8	4	9	10	6	2	15	2	25	0	12
ENSMUSG00000041481	Serpina3g	0	0	1	2	1	0	0	0	0	2	3	5	0	6	0	8
ENSMUSG00000041482	Piezo2	1	6	17	14	9	7	10	7	8	11	3	14	8	28	1	19
ENSMUSG00000041483	Zfp281	191	726	1046	567	389	866	527	667	1000	460	95	1223	457	940	123	710
ENSMUSG00000041488	Stx3	61	243	298	195	123	261	230	264	322	163	44	346	171	357	73	234
ENSMUSG00000041491	Cep78	22	105	116	87	56	67	82	117	124	55	11	148	63	168	18	85
ENSMUSG00000041498	Kif14	2	11	11	5	2	6	7	2	23	1	2	4	4	5	1	1
ENSMUSG00000041505	Gm3402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000041506	Rrp9	23	152	135	97	50	127	115.999	124.999	130	75	27.999	178	70.001	205	21	128.999
ENSMUSG00000041512	4930569F06Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000041515	Irf8	14	51	66	53	21	49	34	41	96	41	4	76	48	94	9	55
ENSMUSG00000041523	Upk2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000041528	Rnf123	116.001	459.002	403	430.002	294	429	386	504.001	591.001	240	63.99	702	443.001	725	102.899	491
ENSMUSG00000041530	Ago1	234.576	840.07	830.284	794.588	502.281	874.261	770.847	785.041	852.766	658	143.662	1231.02	667.064	1422	140	844.437
ENSMUSG00000041534	Rbp3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
ENSMUSG00000041536	Serpina3a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000041538	H2-Ob	1	1	12	3	4	7	4	6	3	0	0	6	2	10	3	18
ENSMUSG00000041540	Sox5	53	176.999	168.001	144.001	80.001	161.999	94	181	135.999	112	27	160	247	175.999	20	138.002
ENSMUSG00000041544	Ptchd2	75	166	153	114	64	140	105	234	158	112	11	241	129	277	56	130
ENSMUSG00000041548	Hspb8	13	82	89	71	47	113	58	73	110	52	7	226	40	170	18	115
ENSMUSG00000041550	Serpina5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000041552	Ptchd1	40	164	204	149	105	212	159	197	221	116	27	257	144	252	36	197
ENSMUSG00000041556	Fbxo2	30	320	322	137	130	338	181	283	373	119	48	479	108	452	62	342
ENSMUSG00000041559	Fmod	4	22	10	11	12	25	40	17	24	15	0	18	13	48	7	46
ENSMUSG00000041560	Gltscr2	110	621	547	391	319	581.999	415	508.997	607.999	337	50	869.999	326.998	951	84.001	633
ENSMUSG00000041565	L3mbtl4	14	29.999	22	16	16	40	21	6	33	6	2	36	22	42	5	23
ENSMUSG00000041566	Tssk1	0	2	0	0	0	0	0	1	0	0	0	0	0	0	1	0
ENSMUSG00000041567	Serpina12	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
ENSMUSG00000041570	Camsap2	618	2631.001	3327	2163	1524	3303	2059.999	2999	3250	1793	382.999	4501	1845	4127.999	545	2824
ENSMUSG00000041571	Sepw1	411	1891	1892	1022	802	2489	1092	1633	1629	899	195	2943	1017	2534	376	2135
ENSMUSG00000041577	Prelp	15	61	74	44	31	81	43	16	42	44	5	100	48	141	9	125
ENSMUSG00000041578	Crx	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000041583	Obox6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000041592	Sdk2	38	240	223.999	166	167	115	220	137	179	178	35.001	222	260	337	24	151
ENSMUSG00000041594	Tmtc4	17	91	149	114.999	72.001	88	48	118	122	146.001	12	162	53	248	23	84
ENSMUSG00000041596	Nlrp5-ps	29	183.335	193.065	109.036	50	191	64.999	78.987	118	33	13	110.999	20	115	36	65.947
ENSMUSG00000041598	Cdc42ep4	45	292	297	218	173	245	212	248	336	190	25	381	138	435	27	296
ENSMUSG00000041605	5730559C18Rik	3	12	15	11	11	14	16	2	14	16	0	14	21	34	3	4
ENSMUSG00000041607	Mbp	4436.999	17373	13608	15813.999	11485.999	23934	16621.999	16711	20109	15118.001	2772.999	24729.999	14101.999	38288.999	3895.999	18250
ENSMUSG00000041608	Entpd3	34	153	168	132	69	141	87	105	242	77	17	282	121	163	21	143
ENSMUSG00000041609	Ccdc64	92.999	329.001	320.001	228	160.001	282.999	277.001	355.999	341.999	232.999	36	437.001	247	550.001	44	315.999
ENSMUSG00000041616	Nppa	0	1	0	0	0	3	0	0	0	0	0	0	2	0	0	0
ENSMUSG00000041617	Ccdc74a	8	63.001	51.999	41.999	21	57.001	41.001	59.001	46	49	16.001	73	48	91.001	15	42
ENSMUSG00000041620	Mmp1b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000041623	D11Wsu47e	32	92	105	101	62	75	59	87	71	56	8	110.999	65.001	197	22	117
ENSMUSG00000041624	Gucy1a2	350	745	994	797	448	915	823	1020	931	538	79	925	851	714	252	506
ENSMUSG00000041625	Ggact	22	93	86	42	37	72	49	80.999	97	42	11	143	51	171	19.944	95
ENSMUSG00000041629	Fam104a	66	205.825	196	154	118	272	128	172	269	90	31.663	302	153	352	45.395	226
ENSMUSG00000041632	Mrps27	33	146	138	103	58	122	108	109	171	71	13	176	106	234	26.348	127
ENSMUSG00000041633	Kctd12b	20	78	92	55	43	100	52	65	77	60	3	89	40	87	6	39
ENSMUSG00000041638	Gcn1l1	324.999	1058.738	1029	838	679	957.001	829	1025.999	1172	814	143	1606	842	2022.999	190.999	1205.001
ENSMUSG00000041642	Kif21b	240.001	593	599	608	400	539	536	553.001	546	668.001	108	895	839.001	1267	136	554
ENSMUSG00000041644	Slc5a12	0	5	0	0	0	0	2	0	0	4	0	2	1	3	1	1
ENSMUSG00000041645	Ddx24	303	1659	1392	1077	978	1314	961	1578	1487	1011	230	2442	1002	2998	308	1666
ENSMUSG00000041649	Klf8	34	105	104	85	65	104	77	122	85	53	18	124	85	147	17	69
ENSMUSG00000041650	Pcca	59.001	285.001	279.001	256	203	256.999	290	262.999	408.999	252.999	46	368.001	279	334.001	70.057	258.999
ENSMUSG00000041653	Pnpla3	26	89	95	79	65	69	59	93	121	98	20	150	93	172	21	119
ENSMUSG00000041654	Slc39a11	33	145.999	184	115	93	171.001	85	138.999	212	68.999	29	256.001	82	206	19	121
ENSMUSG00000041658	Rragb	137	629	694	443	345	595	359	518	708	519	86	927	365	1135	159	509
ENSMUSG00000041660	Bbox1	0	17	16	5	9	13	3	5	11	3	0	16	4	37	2	1
ENSMUSG00000041669	Prima1	14	32	21	35	8	26	56.001	24	52	11	1	43	48	56	4	42
ENSMUSG00000041670	Rims1	395	1176	1161	929.999	681	1327	1050.999	1562	1456	828	215	1792.001	1099	1811	361	1266
ENSMUSG00000041671	Pyroxd1	31	128	143	139	86	136	131	182	155	81	26.267	228	84	246	30.736	144
ENSMUSG00000041673	Lrrc18	3	9	12	9	3	3	5	3	1	7	0	11	1	21	5	17
ENSMUSG00000041674	BC006965	2	8	9	3	4	10	3	11	25	0	3	9	7	1	0	5
ENSMUSG00000041679	Lrrc29	9	17	18	23	17	9	20	9	22	43	2	22	36	58	6	12
ENSMUSG00000041681	Iapp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000041684	Bivm	81	232.001	307.999	220	159	258	205.999	282	305	182	61	404	199	355	52	246
ENSMUSG00000041685	Fcho2	130.186	311	485	375	252	390	397	406	334	296	55	348	366	370	87	218
ENSMUSG00000041688	Amot	105	357	367	292	239	380	231	382	520.999	305	47	581	224	529.001	61	326.001
ENSMUSG00000041695	Kcnj2	181	751	896	590	374	886	687	756	1020	324	92	1474	538	641	114	853
ENSMUSG00000041696	Rasl12	5	20	18	21	9	25	21	26	17	5	4	26	14	39	1	22
ENSMUSG00000041697	Cox6a1	213	1212	1340	719	497	1333	633	1180	1403	545	138	1663	670	1580	321	1286
ENSMUSG00000041698	Slco1a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000041700	Lhfpl1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000041702	Btbd7	97	268	368	225	142	368	231	257	383	240	51	345	216	410	33	187
ENSMUSG00000041703	Zic5	4	12	11	6	8	0	8	20	11	0	2	18	6	39	1	7
ENSMUSG00000041707	1810011H11Rik	0	2	4	5	1	0	5	3	0	0	0	8	3	0	1	1
ENSMUSG00000041708	Mpped1	179	714	743	552	414	627	530	727	673	548	188	909	785.999	1514	126	723
ENSMUSG00000041710	Trpc5	30	89	124	62	101	135	43	104	136	176	5	189	56	385	25	116
ENSMUSG00000041712	Ubr7	114	595	572	389	285	527	312	545	548	266	90	704	317	660	109.085	470
ENSMUSG00000041716	Gm20604	34.594	188.834	189.361	138.215	110.122	242.525	96.138	198.935	189.212	126.891	25.951	282.522	99.507	311.035	77.118	166.546
ENSMUSG00000041718	Alg13	26	83	81	57	38	75	62.999	85	80	87	3	88	56	97	18	59
ENSMUSG00000041720	Pi4ka	920.33	3160	3096	2618	1818.998	3194.001	2608	3248.001	4049	2106	465	4993.999	2749.001	4835	646.999	3846
ENSMUSG00000041722	Khdc1c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000041729	Coro2b	270	599	675	668	410	685.001	705	439	574	448	56	671	904.999	588	169.999	594
ENSMUSG00000041730	Prrxl1	0	0	1	1	1	3	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000041731	Pgm5	4	29	32	23	28	40	35	18	27	30	0	51	29	107	7	54
ENSMUSG00000041733	Coq5	63	324	357	218	152	381	182	323.001	416.001	227	60	491	185	624	47	289
ENSMUSG00000041734	Kirrel	20	153	144	177	75	101	103	96	161	111	21	157	91	233	9	146
ENSMUSG00000041735	Gm13178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000041736	Tspo	4	30	19	8	5	15	9	22	31	9	3	33	9	36	3	32
ENSMUSG00000041737	Tmem45b	0	2	0	0	0	0	0	1	6	0	0	0	0	0	2	4
ENSMUSG00000041740	Rnf10	277	831.999	834	824	581	878	772.999	712	883.001	635	99.001	1114.001	949.001	1185.999	218	876.999
ENSMUSG00000041741	Pde3a	29	93	145	120	75	167	134	146	188	78	8	202	91	160	24.042	160
ENSMUSG00000041747	Utp15	71	338	313	257	227	375	259	324	433	213	36	548	224	476	59	317
ENSMUSG00000041750	Cd1d2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000041754	Trem3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
ENSMUSG00000041757	Plekha6	272	648	530.999	671.999	513	529	842.999	673	501	491.999	106	724.001	859	824	154.999	664
ENSMUSG00000041762	Gpr155	248	905	1022	750.999	434	908.001	856	846	1152.999	458	98	1379	706	1032	134	799.998
ENSMUSG00000041763	Tpp2	173	747.999	966.998	690.001	442.002	806	619	850	890	546	99.999	1057	571	1013	165	759
ENSMUSG00000041765	Ubac2	50	290	231	183	129	266	156	227	278	182	34	325	150	385	35	248
ENSMUSG00000041769	Ppp2r2d	125	487.001	568.999	364	261	512.001	431	487	490.001	338	77.064	711	371	663.001	99.077	478.999
ENSMUSG00000041771	Slc24a4	223	752	869	869	397	561	795	664	708.999	346	73	683	730	430	113	564
ENSMUSG00000041773	Enc1	640	1974	2392	1403	911	2076	1332	2304	2732	1445	290	3213	1766	3235	552	2267
ENSMUSG00000041774	Ydjc	25.001	159	163.001	88	78	169	92	139.999	156	68	22.012	194	89	248	28.029	189
ENSMUSG00000041775	Mapk1ip1	74.999	256	248	219	142	205.001	233	189	222	182	19.936	318.001	239	344	49.923	210
ENSMUSG00000041777	Cir1	25.647	172.79	194.398	124.281	100	231	156.324	159	225.593	89	17	329.321	112	367.844	46	257
ENSMUSG00000041779	Tram2	5	9	13	14	5	13	17	7	2	24	0	5	8	21	2	3
ENSMUSG00000041781	Cpsf2	98	532	611	436	321	616	362	661	692	294	53	870	345	792	140	565
ENSMUSG00000041782	Lad1	5	13	11	10	6	1	9	21	3	10	19	18	9	21	6	14
ENSMUSG00000041789	2700046A07Rik	1	2	8	8	3	10	6	3	4	5	0	3	3	5	1	1
ENSMUSG00000041791	Capza3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ENSMUSG00000041794	Myrip	99	368	427	285	236	433	268	473	480	289	74	541	309	575	72	393
ENSMUSG00000041797	Abca9	34	100	139	106	77	144	141	149	244	93	9	218	95	192	25	138
ENSMUSG00000041798	Gck	0	14	5	4	15	6	0	7	10	22	0	16	7	58	3	6
ENSMUSG00000041801	Phlda3	22	117	134	54	83	177	49	104	140	101	11	194	86	277	19	104
ENSMUSG00000041805	Pramel1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000041809	Efhc1	0	15	22	8	9	4	6	13	22	20	2	16	5	32	0	7
ENSMUSG00000041815	Poldip3	182.999	1103.001	1204.002	736.999	580	1069	697	828	1183	612.999	146	1567.999	644	1830	168.999	1090
ENSMUSG00000041817	Fam169a	200	638	877	541	461	842	404	738	732	479	100	1024	521	1053	153	542
ENSMUSG00000041827	Oasl1	0	0	1	0	0	0	0	4	1	1	3	0	0	0	0	1
ENSMUSG00000041828	Abca8a	37.238	172	246	179	121	286	151	273	212	134.001	25	334.405	117.231	386	28	234
ENSMUSG00000041831	Sytl3	1	1	0	0	0	0	3	6	0	0	3	0	1	0	0	0
ENSMUSG00000041836	Ptpre	107	478	478	456	170	380	326	376	415	209	58	704	383	566	43	527
ENSMUSG00000041837	Pdcd7	37	165	192	144	101	136	115	154	230	129	20	273	113.61	341	33	227
ENSMUSG00000041840	Haus1	8	46	47	33	33	63	22	59	50	36	14	62	25	94	11	33
ENSMUSG00000041841	Rpl37	265.671	1635.298	1607.319	980.334	660.588	1460.278	883.424	1345.729	1489.689	940.441	170.746	1873.133	774.192	2394.053	362.875	1516.258
ENSMUSG00000041842	Fhdc1	15	49	50	31	19	53	43	58.999	58	34	10	75	55	94	6	50
ENSMUSG00000041845	Rhod	1	3	3	1	0	3	0	5	0	0	0	3	1	6	0	2
ENSMUSG00000041846	Smek1	159	581	758	516	408	669	515	569	786	365	83.858	865	458	808	116.779	506
ENSMUSG00000041849	Card6	2	22	28	12	10.13	0	23	12	22	17	0	12.407	17	8	2	8
ENSMUSG00000041852	Tcf20	827	4488	5204	3817	2736	5042	4073	4293	6424	2783	637	7557	3060	6734	604	5097
ENSMUSG00000041857	Oosp1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000041859	Mcm3	4	35	32	27	20	15	19	30	12	24	2	60	13	50	5	58
ENSMUSG00000041870	Ankrd13a	132	525	514	383	320	528	436.999	462.999	525	294	37	791	359.999	698.999	64	499
ENSMUSG00000041872	Il17f	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000041878	8430432A02Rik	5	12	9	11	4.008	27	9	7	3	1	0	10	5	19	4	8
ENSMUSG00000041879	Ipo9	332	1430.998	1597	1069	789	1317.001	1069.001	1222.999	1710.999	1089	171	2062.999	1083.001	2376.999	252.001	1541
ENSMUSG00000041881	Ndufa7	86	490	536	276.999	191.999	331.999	255	433	432	206	43	500	254	489	85.999	471
ENSMUSG00000041885	Olfr680-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000041886	Macc1	1	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0
ENSMUSG00000041889	Shisa4	110	309.999	312	215	136	277	241	433	358	215	40	464	207	569	67.001	286
ENSMUSG00000041890	Git2	124.999	372	428	418	265.001	379.998	398	393	401	313	46.999	503	428	622.999	68	421.001
ENSMUSG00000041891	Lman1	126	632	812	449	320	608.999	441	653.999	650	334.001	88	924.001	357.999	754	104	554
ENSMUSG00000041895	Wipi1	56	126	148	123	56	178	142	139	159	98	27	210	125	242	22	138
ENSMUSG00000041907	Gpr45	28	140	161	108	112	118	120	130	148	89	25	181	87	206	17	98
ENSMUSG00000041911	Dlx1	31	112.999	85	55	81	71.001	78.999	106	76	59	17.676	113	44	161.999	18.858	113
ENSMUSG00000041912	Tdrkh	105.999	315	382	282	224.999	324	340	293.001	276	250	36.001	362.999	279	347	87.521	231
ENSMUSG00000041915	Ammecr1l	109	302	364	298	208	295	264	387	336	256	25.733	352	239	343	57.975	229
ENSMUSG00000041920	Slc16a6	18	72	74	80	49	87	95	107	186	26	5	130	81	66	14	104
