gene_id	gene_name	Sham_oxy_1	Sham_oxy_2	Sham_oxy_3	Sham_oxy_4	Sham_Sal_1	Sham_Sal_2	Sham_Sal_3	Sham_Sal_4	SNI_oxy_1	SNI_oxy_2	SNI_oxy_3	SNI_oxy_4	SNI_Sal_1	SNI_Sal_2	SNI_Sal_3	SNI_Sal_4
ENSMUSG00000019782	Rwdd1	63.949	205.802	164.563	339.828	182.715	521.633	453.95	369.315	353	383.779	308.699	186.992	392.161	44	155.77	94.901
ENSMUSG00000019785	Clvs2	106	329	235.001	316	211	363	289	227.999	264	418.999	273	279	277	37	248.001	86.999
ENSMUSG00000019787	Trdn	0	1	1	3	0	0	3	1	1	1	9	0	0	0	0	2
ENSMUSG00000019789	Hey2	8	30	24	42	24	38	59	32	38	34	70	30	23	1	22	13
ENSMUSG00000019790	Stxbp5	402.999	1477	839	1607	1198.003	2287.001	2002	1591	1558.001	1845	1567.999	1264.001	1881.999	239	1383.961	331
ENSMUSG00000019791	Hint3	33	75	24	68	46	153	162	75	86	66	53	62	99	9	74	15
ENSMUSG00000019792	Trmt11	23	60	54	89	43	115	67	58	64	95	74	63	93	6	64	25
ENSMUSG00000019794	Katna1	27	87	47	117	105	214	192	156	141	151	108	83.001	141	6	109	26
ENSMUSG00000019795	Pcmt1	247	780	603.999	1143.001	693	1596	1527.001	1136.001	1090.999	1082	1115	710	1193.001	160.001	707	290.999
ENSMUSG00000019796	Lrp11	309	893.001	738	1273	723.001	2150.001	1688.999	1438	1271.001	1427	1277.999	834.999	1395.001	185	796.001	279
ENSMUSG00000019797	1700021F05Rik	10	71	50	112	45	137	146	104	104	97	56	71	66	9	49	26
ENSMUSG00000019802	Sec63	191.265	532	371	642	470	883.001	817	520.001	588	748	741	518	891	77	544	143
ENSMUSG00000019803	Nr2e1	34	53	46	39	35	44	65	42	60	67	83	68	78	6	64	19
ENSMUSG00000019804	Snx3	159	446	410	679	369	1148	1037	877	742	582	599	434	704	83	384	126
ENSMUSG00000019806	Aig1	110.001	359.001	230	401.001	320.001	518.999	575	372	418	507	420.001	344.001	415	48.001	374.001	89.001
ENSMUSG00000019808	Adat2	10	25	21	28	14	26	39	31	40	32	12	14	27	11	26	4.004
ENSMUSG00000019809	Pex3	54	241	151	274	190.001	454	369	212	288.999	377	318	242	388	22.001	194	65.996
ENSMUSG00000019810	Fuca2	52	184.999	167.001	239.999	245	465	427	295	220	221	279	189	312.999	42	124	53
ENSMUSG00000019813	Cep57l1	20	95	66	87	67	110	100	101	112	107	102	109	115	32	72.001	17
ENSMUSG00000019814	Ltv1	18	58	55	93	37	154	143	106	109	108	149	60	120	8	41	22
ENSMUSG00000019815	Zc2hc1b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000019817	Plagl1	44	149	90	137	113.001	134	143	84	128.999	153	203	127.999	187.999	8	138	27
ENSMUSG00000019818	Cd164	163	504	401.999	542.001	397.001	816	656	512	528	577	567	394	724	74	394	124
ENSMUSG00000019820	Utrn	296	1320	879	1315	906	2439	1940	1763	1319	1241	1570	1185	2061	164	1096	213
ENSMUSG00000019822	Smpd2	24	78	53.001	102	104	140.001	168	113	100	136.001	71	73	78.001	17	64	21
ENSMUSG00000019823	Mical1	11	57	59	82	103	132	182	75	90	84	154	81	133	9	44	25
ENSMUSG00000019826	Zbtb24	36	114	75	143	124	191	256	152	151	184	117	94	186	9	70	23
ENSMUSG00000019828	Grm1	158	472.999	483.001	681	542	1495	1069	734	666	800	865	669	1181	116	485	178
ENSMUSG00000019831	Wasf1	454	962	604	627	423	732	610	533	786	928	600	1043	799	79	1390	235
ENSMUSG00000019832	Rab32	2	3	5	10	15	20	10	13	13	23	21	8	12	5	13	2
ENSMUSG00000019834	Slc22a16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000019836	Amd-ps4	0	0	0	0	4.483	1.148	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000019837	Gtf3c6	4	26	32	64	41	150	149	67	64	55	70	50	85	6	32	16
ENSMUSG00000019838	Slc16a10	9	5	2	14	11	23	20	19	7	9	17	4	19	5	15	2
ENSMUSG00000019841	Rev3l	309.001	1212	835	1250.998	1168	1342.001	1800.999	870	1179.999	1628	1345	1054.999	1562	190	1003	286
ENSMUSG00000019842	Traf3ip2	1	4	0	2	10	7	12	0	0	1	0	1	0	5	3	4
ENSMUSG00000019843	Fyn	164	491.001	482.001	674	556.999	997.001	1228	701	704.002	720	861	469	930	74	442.001	162
ENSMUSG00000019845	Tube1	6	19	16	30	8	35	36	39	28	19	10	25	36	1	18	2
ENSMUSG00000019846	Lama4	40	59	43	77	52	117	132	119	68	77	67	61	100	20	54	11
ENSMUSG00000019848	Popdc3	0	2	1	2	0	10	2	8	3	3	5	0	9	0	2	0
ENSMUSG00000019849	Prep	33	123	107	148	132	237	256	158	193	222	150	135	203	15	147	22
ENSMUSG00000019850	Tnfaip3	13	44	28	64	27	95	61	95	58	62.001	77	53	90	4	38	9
ENSMUSG00000019851	Perp	18	90	43	93	35	122	120	113	82	119	102	57	111	9	51	18
ENSMUSG00000019852	Arfgef3	546	1684	1056	1893	1323	2466	2905	1858	1785	2252	1992	1608	2169	225	1602	317
ENSMUSG00000019853	Hebp2	3	8	9	18	30	23	21	22	9	14	16	4	29	0	5	4
ENSMUSG00000019854	Reps1	83.999	326.001	227.001	327.999	298.999	539.999	569	350.999	409.001	465.001	454	325.999	393	59	299.999	62.999
ENSMUSG00000019856	Fam184a	64	255	171	339	212	616	510	333.999	321	384	368.999	331.001	493	45	203	82
ENSMUSG00000019857	Asf1a	35	154	76	157	85	196	216	123	150	187	163	86	153	22	117	33
ENSMUSG00000019861	Gopc	159	385	366	518	323	820	781	563	503	462	487	441	613	51	340	126
ENSMUSG00000019863	Qrsl1	19	83	54	145	65	162	131	146	104	148	90	80	127	14	97.999	12
ENSMUSG00000019864	Rtn4ip1	38	101	75	108	54	170	194	121	111	110	127	81	147	29	80	15
ENSMUSG00000019865	Nmbr	0	11	4	4	15	10	28	12	16	15	21	5	22	8	70	5
ENSMUSG00000019866	Aim1	2	25	6	9	6	16	21	14	11	5	9	7	8	0	10	1.002
ENSMUSG00000019867	Gje1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000019868	Vta1	73	299	172	416	217	521	594.001	376	379	363	364	213.001	371	36	245	57
ENSMUSG00000019872	Smpdl3a	55	178	108	242	136	320	294	178	219	341	220	144	291	38	135	73
ENSMUSG00000019873	Reep3	162	405	215	379	334	503	594	288	399	287	339	432	448	47	349	64
ENSMUSG00000019874	Fabp7	19	93	63	129	116	203	244	107	152	115	93	36	129	16	69	38
ENSMUSG00000019876	Pkib	17	32	15	107	27	57	70	29	83	48	18	24	39.001	8	22.999	19
ENSMUSG00000019877	Serinc1	1660	5148	3874	7434	3704.999	11364	8956	6621	6508	7643	7359	4274	8440	1046.001	4069	1950
ENSMUSG00000019878	Hsf2	78	195	123	293	161	346	335	226	244	294	211	133	235	36	166	66
ENSMUSG00000019880	Rspo3	11	6	14	55	12	23	12	12	10	15	19	5	34	2	16	12
ENSMUSG00000019883	Echdc1	47	137.001	141	189	103	315	265	181.999	202	208	297	99	236	27.73	117	56.051
ENSMUSG00000019888	Mgat4c	48.999	394.999	185	234	266	318	486	191	275.999	365.001	333	176	318	50	232	49.999
ENSMUSG00000019889	Ptprk	45	155	148	224	182	202	431	140	143	188	219	144	260	25	186	52
ENSMUSG00000019890	Nts	6	147	92	62	204	325	468	243	210	218	120	30	249	31	52	55
ENSMUSG00000019891	Dcbld1	28	137.999	93	140	80.999	245	153	203	193	112	82	107	169	15	104	11
ENSMUSG00000019892	Lrriq1	8	24	16	34	28	57	81	28.999	48	50	26	28	56	5	34	11
ENSMUSG00000019893	Ros1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000019894	Slc6a15	120	512	361	729	398	874	1042	643	587	647	611	510	620	80	443	150
ENSMUSG00000019897	Ccdc59	32	214	150	247	162	391	381	324	272	281	258	177	345.001	36.044	151.999	63
ENSMUSG00000019899	Lama2	63	274.001	226	301	235	365	451	275	263	297.001	312	248	303	44	235.999	53
ENSMUSG00000019900	Rfx6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000019905	Gprc6a	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000019906	Lin7a	275	1211	604	1253	665	1334	1447	984	946	1186	952	640	787	164	839	176
ENSMUSG00000019907	Ppp1r12a	163	649	436	845	600	1341	1443	1027	869	954	899	692	1221	154	484	150
ENSMUSG00000019909	Fam162b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000019913	Sim1	4	0	1	0	3	1	3	0	0	1	0	0	0	0	0	0
ENSMUSG00000019916	P4ha1	68	285	242	458	265	676	618.999	441	470	458	389	358	536	61	280	63
ENSMUSG00000019917	Sept10	10	46	32	69	46	102	110	66	56	59	80	56	86	12	25	16
ENSMUSG00000019920	Lims1	77	304.001	253	378	216.999	546.001	472	421	360	492	356	279	499	48	267	66
ENSMUSG00000019923	Zwint	1273.999	3519.001	3182.999	5116.997	3649.999	7605.999	9687.999	4747.995	4881	6531.999	6738.998	3390	5968.001	580	3214.998	1485
ENSMUSG00000019927	Ube2d1	103	206	126	191	150	336.001	349	217	215	177.999	200	215	157	31.999	263	43
ENSMUSG00000019929	Dcn	11	30	35	57	46	76	85	110	49	57	83	50	65	3	28	17
ENSMUSG00000019932	Kera	0	0	0	0	0	0	0	0	0	1	0	0	0	9	0	1
ENSMUSG00000019933	Mrln	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000019935	Slc17a8	12	127	59	61	161	163	359	108	84	112	81	75	148	7	68	15
ENSMUSG00000019936	Epyc	0	1	0	0	4	0	1	5	0	0	4	1	0	18.996	0	20
ENSMUSG00000019942	Cdk1	2	0	1	3	9	7	0	0	11	7	0	6	0	0	1	0
ENSMUSG00000019943	Atp2b1	1779	6560	5546	7384	3714.873	16157.954	7979	9783	7754.974	9091.989	9955.903	8881	13787	1390	6509	1698
ENSMUSG00000019944	Rhobtb1	10	22	12	26	28	33	57	36	35	29	39	38	20	1	42	6
ENSMUSG00000019945	1700040L02Rik	4	14	9	4	17	35	12	6	33	25	47	27	14	0	14	2
ENSMUSG00000019947	Arid5b	57	187	139	192	164	256	417	212	206	215	202	182	170	18	179	50
ENSMUSG00000019948	Actr6	44	108	73	158	108	274	237	151	135	161	181	98	253	18	96	56
ENSMUSG00000019951	Uhrf1bp1l	242	870	655	1273	684	1833	1521	1099	1127	1259	1354	903	1456	173	834	264
ENSMUSG00000019952	Poc1b	31	56	35	48	50	69	103	64	49	67	75	62	81	10	69	13
ENSMUSG00000019960	Dusp6	62	186	133	221	96	333	304	231	286	280	217	157	268	43	176	45
ENSMUSG00000019961	Tmpo	97	320	293	474	279.001	636	629	297	438	607	464.999	329	512	23.047	264.001	85.149
ENSMUSG00000019966	Kitl	152	516	260	455	244	615	397	474	473	724.001	483	325	533	76	395	78
ENSMUSG00000019969	Psen1	117	335	259	342	321	659	589	433	454	476	440	370	571	29	312	84
ENSMUSG00000019970	Sgk1	205.001	564	593.999	874	431	1394	1007	710	1110	1264.002	1129.001	677	1042.999	115	501	177.999
ENSMUSG00000019971	Cep290	70	245	243	391	253	462	630	309	304	399	440	282	570	67.302	204	77.929
ENSMUSG00000019975	Ikbip	27	110	75	150	80	194	213	156	136	164	158	78	150	27	72	30
ENSMUSG00000019977	Hbs1l	146	415.397	300.447	580.605	332.998	662.814	726.176	510.973	510.723	530.73	506.11	369.447	532.78	41.013	331.948	103.199
ENSMUSG00000019978	Epb4.1l2	102	440	396	602	356	1015	996	670	521	355	397	516	641	84	382	130
ENSMUSG00000019979	Apaf1	60.001	227	163	317	160	370.001	331	282	322	353.001	293	250	320	33	202	63
ENSMUSG00000019982	Myb	3	10	8	4	7	11	16	4	11	4	0	8	11	5	2	2
ENSMUSG00000019984	Med23	160	440	357	570.999	373	886.001	884.001	594	647	714.999	506	451	729	106	420.999	99
ENSMUSG00000019986	Ahi1	958	4546	3854	4844	5837	7111	14414	4634	5396	6597	5131	2898	6186	614	2809	1139
ENSMUSG00000019987	Arg1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1
ENSMUSG00000019988	Nedd1	20	37	22	74	68	84	77	48	36	58	54	41	56	5	22	9
ENSMUSG00000019989	Enpp3	0	2	0	4	1	1	11	0	4	3	2	2	6	0	2	1
ENSMUSG00000019990	Pde7b	434.001	1595	1111	1368	832	3204	1733	2194	1712.999	2075.001	2118.001	2032	2772	202.999	1775	245
ENSMUSG00000019992	Mtfr2	1	3	3	7	14	6	5	2	3	4	4	5	2	2	6	0
ENSMUSG00000019996	Map7	217	653	368	742	569	1041	1200	774	766	796	906	729	932	97	558	152
ENSMUSG00000019997	Ctgf	16	21	46	20	38	29	66	123	17	39	46	48	13	29	194	8
ENSMUSG00000019998	Stx7	147	566	458	834	489	1110	1141	597	677	861	770	497	836	107	444	171
ENSMUSG00000020000	Moxd1	7	62	32	66	66	114	126	70	71	65	56	64	99	19	58	13
ENSMUSG00000020003	Pex7	44	183	125	219	98	404	340	173	264	297	292	208	299.001	30	142.999	54
ENSMUSG00000020007	Il20ra	9	17	13	30	7	45	32	41	24	37	27	26	40	4	19	1
ENSMUSG00000020009	Ifngr1	30	130	103	218	107	265	264	208	144	231	179	96	203	13	134.999	21
ENSMUSG00000020010	Vnn3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000020014	Cfap54	76	169	148	222.001	207	208.001	373	160	271.999	300.001	135	191	198.999	24	178.001	50
ENSMUSG00000020015	Cdk17	824	3276	2144	3852	1709	5970	4258	4030	3842	5103	3680	2795	4990	511	2520	834
ENSMUSG00000020017	Hal	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000020018	Snrpf	4	50	55	112.62	97.965	170	210	101	128.972	110	135	55	106	13	33	33
ENSMUSG00000020019	Ntn4	20.39	27	20.093	57	13	88	72	65	55	52	57	36	51	3	49	10.203
ENSMUSG00000020020	Usp44	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000020021	Fgd6	67	173	103	161	137	176	237	145	201	221	199	153	151	29	146	33
ENSMUSG00000020022	Ndufa12	83.721	307.638	194.723	452.364	337.905	634.734	679.53	483.867	556.758	602.51	574.996	278.542	565.431	49	330.676	144.14
ENSMUSG00000020023	Tmcc3	198	623.001	475	516.999	525	734	1111	572	547	576	633	602.999	657	70	556	136
ENSMUSG00000020024	Cep83	57	182	164	331	228	551	439	393	310	351	373	211	379	34	159	74
ENSMUSG00000020027	Socs2	26	91	55	100.91	103	179.001	173	79	114.999	147.266	108.999	109	153.25	6	94.999	25
ENSMUSG00000020029	Nudt4	192	517	417	742	448	1085	961	567	554	554	775	464	817	84	496	223
ENSMUSG00000020032	Nuak1	121	278	272	358	319	571	723	390	356	336	416	325	484	81	350	101
ENSMUSG00000020033	4930463O16Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000020034	Tcp11l2	53	93	66	160	117	158	269	121	104	155	145	94	171.001	22	77	27
ENSMUSG00000020037	Rfx4	48	142	97	95	86	259	225	171	153.001	212	146	128	150	21	134	27
ENSMUSG00000020038	Cry1	93	225	191	308	205	400	412	307	329	430	282	221	277	47	207	56
ENSMUSG00000020042	Btbd11	65	159	167	237	240	221.999	561	115	162	195	212	78	120	18	169.001	43
ENSMUSG00000020044	Timp3	248	1011	713	1084	651	1742	1712	1289	1129	1380	1365	908	1324	114.74	724	119.811
ENSMUSG00000020048	Hsp90b1	510	1815	1604.001	2611	1752	4288	4835	3222	2280	2445	2813	1804	3367	379.751	1508.999	719.706
ENSMUSG00000020051	Pah	0	1	0	0	0	3	2	0	4	1	0	2	0	0	0	0
ENSMUSG00000020052	Ascl1	6	5	5	16	10	14	29	6	14	15	8	15	14	4	7	0
ENSMUSG00000020053	Igf1	11	27	12	74	21.999	31	29	6	23	12	44	20	35	14	36	16
ENSMUSG00000020056	Ccdc53	25	98	69	118	109	147	193	137	120	139	123	88.999	76	22	100	30
ENSMUSG00000020057	Dram1	2	14	3	14	8	8	5	6	8	12	6	2	7	3	6	2
ENSMUSG00000020059	Sycp3	0	0	4	2	7	2	5	1	1	10	7	4	0	0	2	2
ENSMUSG00000020061	Mybpc1	0	0	2	12	0	2	0	0	2	2	10	5	3	1	2	0
ENSMUSG00000020062	Slc5a8	0	1	0	0	0	5	9	1	0	0	4	1	0	0	0	0
ENSMUSG00000020063	Sirt1	66	210	137.999	199.999	137.999	381	313	232	225.001	302.001	237.001	179.001	312	27	153.001	45
ENSMUSG00000020064	Herc4	108	322	218	397	233	589	532	366	411	449	335	278	536	52	262	98
ENSMUSG00000020067	Mypn	5	2	3	10	4	7	7	32	12	12	3	17	24	3	13	1
ENSMUSG00000020069	Hnrnph3	55	160.002	187	308	253	406	470.999	313.999	270	213	219	188.001	247.001	48.001	163	58.981
ENSMUSG00000020070	Rufy2	194.916	549	410.001	681	522	879	982	616.001	672.001	805.999	823	601.999	614	135	496	166.019
ENSMUSG00000020072	Pbld2	2	11	0	1	15	17	20	14	9	11	14	19	18	0	14	1
ENSMUSG00000020074	Ccar1	69	237	205	288	250	439	440	341	301	426	442	264	394	52	255	88
ENSMUSG00000020075	Ddx21	64	242	195	282	235	472	506	381	319	256	277	197	318	55	200	55
ENSMUSG00000020076	Ddx50	105	433.983	330	635.942	437	885.986	924.999	686	531.995	586.979	485.989	429.995	642.991	98	385	155
ENSMUSG00000020077	Srgn	6	25	18	44	12	51	51	32	25	47	40	31	78	7	26	16
ENSMUSG00000020078	Vps26a	86	336	254	416	247	583	597	397	396	530	437	281	535	78	237	111
ENSMUSG00000020079	Supv3l1	43	160	140.001	189	163	290	328	230	242	228.001	231	158	262	23	147	39.001
ENSMUSG00000020080	Hkdc1	0	3	3	6	0	3	2	1	5	2	0	0	0	2	5	0
ENSMUSG00000020081	Tacr2	0	0	2	0	2	0	2	0	0	0	0	2	0	0	0	0
ENSMUSG00000020083	2010107G23Rik	29.999	93	74	137	123	231	314.001	109	171.999	135.001	151	95	172	13	88.999	29
ENSMUSG00000020085	Aifm2	15	67	43	59	53	99	90	71	75.001	82	85	55	40	17	51.001	21.552
ENSMUSG00000020086	H2afy2	45	105	66	131	53	225	198	154	132	147	107	81	137	1	72	27.448
ENSMUSG00000020087	Tysnd1	33	92	49	105	94	206	217	167	119	145	84	92	191	8	80	23
ENSMUSG00000020088	Sar1a	249	942	641	1295	801	1748	1934	1320	1292	1431	1247	740	1274	172	774	237
ENSMUSG00000020089	Ppa1	88	332	276	483	277	793.999	750	522	497	509	524	252	662	48	239	136.001
ENSMUSG00000020090	Npffr1	5	14	29	24	20	29	56	13	13	15	31	6	14	1	6	3
ENSMUSG00000020091	Eif4ebp2	88.69	94	62	60	86	63	105	57	85	71	51	101	54	4	138.197	22
ENSMUSG00000020092	Pald1	27	78	65	106	71	160	218	126	107	115	113	92	193	20	77	25
ENSMUSG00000020096	Tbata	2	0	0	5	0	1	4	0	1	0	3	1	0	0	3	1
ENSMUSG00000020097	Sgpl1	93	277	228.001	384.001	263	489	493	365	362.001	421	343	272.001	412	77	219.001	70.001
ENSMUSG00000020098	Pcbd1	13	7	20	15	26	29	82	12	13	14	17	19	29	1	8	6
ENSMUSG00000020099	Unc5b	145	385	298	418	381	618	845	468	347	378	574	459	537	72	406	50
ENSMUSG00000020100	Slc29a3	38	86.999	53	89	80	91	103	47	72	81.001	83	83	107	12	82.976	22
ENSMUSG00000020101	4632428N05Rik	41	190	146	239.001	171	479	432	312	245	265	332.001	214	343	40	165	23
ENSMUSG00000020102	Slc16a7	77	119	90	239	115	251	162	174	153	210	174	157	183	22	128	71
ENSMUSG00000020105	Lrig3	15	26	22	43	30	48	96	25	33	45	39	38	31	5	25	12
ENSMUSG00000020107	Anapc16	102	306	233	391	221.001	686	591.001	406.001	430	447.999	388	302	411	65	238	52
ENSMUSG00000020108	Ddit4	45	118	113	187	116	344	318	220	220	224	301	150	245	30	132	42
ENSMUSG00000020109	Dnajb12	112.999	336	198	362	206.001	589	535	395	389	376.001	395.999	285	342	44	282.001	60
ENSMUSG00000020111	Micu1	191	580.999	457	726	458	1235.001	1145	812.001	875.002	928	997	572.999	925.001	129.999	538	152
ENSMUSG00000020114	Cand1	559.999	1822	1391.001	2485	1682	3351	3595	2131	2217	2878	2487.001	1540	2754	301	1572	510
ENSMUSG00000020115	Tbk1	80	347	264	454	300	649	660	433	474	519	552	325	570	60	333	111
ENSMUSG00000020116	Pno1	27	96	74	145	91	293	164	139	164	213	131	105	222	25	91	56
ENSMUSG00000020120	Plek	61	216	175	252	120	367	324	231	218	271	280	189	241	28	130	54.016
ENSMUSG00000020121	Srgap1	142.999	413	266	341	282	380	373	333	372.999	405	392	532	435	31	450	58.027
ENSMUSG00000020122	Egfr	74	272	197.999	251.999	225	387	444	258	286	400	299	255	356	41	195	46
ENSMUSG00000020123	Avpr1a	3	1	1	0	1	15	22	1	6	0	21	0	5	0	0	1
ENSMUSG00000020124	Usp15	158	643	457	840	533	1085	1077	749	713	863	959	598	991	85	545	186
ENSMUSG00000020125	Elane	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000020128	Vps54	144	451	341	543.999	367	748.999	673.999	451.001	531	673.999	512	437.999	589	82	415	114
ENSMUSG00000020130	Tbc1d15	99	352	211	279	159	359	309	224	237	444	263	322	286	29	311	137
ENSMUSG00000020131	Pcsk4	19	28	17	24	29	27	79	23	18	21.999	32	10	11	0	21	8
ENSMUSG00000020132	Rab21	101.174	254	185	272	249	482	495	245	346	325	302	218	313	54	258.303	69
ENSMUSG00000020133	2310011J03Rik	35	125	103	174	87	300	291	216	205	197	225	115	257	26	94	39
ENSMUSG00000020134	Peli1	209.999	584	395	668	390	768.999	799.001	639	620.001	814.001	574	597.001	630	76	490.001	108
ENSMUSG00000020135	Apc2	451	1200	929.999	1195	1143.001	2362	2673	1676.001	1518.999	1423	1369.999	1193	1696	202	1319.999	297.001
ENSMUSG00000020137	Thap2	42	115	53	151	108	216	183	142	149	186	137	88	180	14	109	23
ENSMUSG00000020140	Lgr5	18	27	11	34	46	57	45	31	19	34	22	35	21	5	41	8
ENSMUSG00000020142	Slc1a4	167	512	397	645	474	878	1133	670	649	761	593	397	697	72	431	121
ENSMUSG00000020143	Dock2	4	68	40	68	39	87	148	67	57	68.001	118	69	68	4	48	10
ENSMUSG00000020149	Rab1	313	799	597	968.001	668.001	1814.001	1606	1211	910	972	1027	675	1310.001	125	759	248
ENSMUSG00000020150	Gamt	14	75	51	108	47	140	114	119	104	93	116	57	91	8	43.001	16
ENSMUSG00000020151	Ptprr	56	253.999	155.999	285	247.999	351	474	272	300.999	352	247	217	322	26	195.999	76
ENSMUSG00000020152	Actr2	832	2158	1633	2319.999	1543.001	4190	3421	2824	2344	2115.001	2411	2354.999	2932.999	416	2330	622
ENSMUSG00000020153	Ndufs7	79	251	204	380.999	197	652.999	671.001	425.999	480.001	492	465	261	540.999	55	222	79
ENSMUSG00000020154	Ptprb	170	587	410	538	510	616	844	593	437	442	637	665	659	85	491	79
ENSMUSG00000020155	Kcnmb1	0	1	3	0	8	5	14	4	3	8	7	7	4	6	2	0
ENSMUSG00000020156	Mum1	102	354	278.001	485	350.999	682.999	932.001	486	439.999	498	413	387	573	59.001	337	53.999
ENSMUSG00000020159	Gabrp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000020160	Meis1	20	93.375	69.387	74.153	106	152.001	168.999	89.999	94.001	103.999	168.679	103.889	132	8	80.968	19
ENSMUSG00000020163	Uqcr11	115	389	276	654	290	908	879	710	780	718	688	387	737	59	345	150
ENSMUSG00000020164	Kcnmb4os1	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	4.295
ENSMUSG00000020166	Cnot2	117.001	455.999	367	710	448	921.002	993	677	641	806	587	505	706.999	86	393	142.999
ENSMUSG00000020167	Tcf3	404	141	96	168	186	240	267.001	183	137	218	162	153	234	42.821	192.738	25
ENSMUSG00000020168	Olfr299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000020169	Best3	0	0	0	0	0	0	0	0	1	2	0	0	0	0	1	0
ENSMUSG00000020170	Frs2	157	521	290	447	383	499	487	436	449	551	397	454	561	35	521	100
ENSMUSG00000020171	Yeats4	39	127	109	132	152	264	265	197	156	196	151	122	205	19	84	43
ENSMUSG00000020173	Cobl	234.999	601.999	445	584.999	453.001	908	931.001	706	587.999	567	654.001	884	738.999	82	683	173
ENSMUSG00000020175	Rab36	93	300.001	181	272	255.001	410	562	285.999	319	316	277	323.001	292.999	48.999	288	63
ENSMUSG00000020176	Grb10	252	921	831.001	894	1046	1317.001	2344	911.999	1113	1120	995.999	724	1206	108	621	168
ENSMUSG00000020177	9530003J23Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000020178	Adora2a	273	1074	661	1019	485	2812	1315	2043	1465	1844	1669	1200	2119	168	985	177
ENSMUSG00000020180	Snrpd3	63	190	161	285	141	470	514	321	329	263	316	167	305	35	183	54
ENSMUSG00000020181	Nav3	322.068	954	609.001	1185.999	840	1309.001	1454.001	907	1036	1296	1091	846	1307.999	116	936	285
ENSMUSG00000020182	Ddc	95	159.999	113	446	161	215	475.999	178	152	216	187	122	199	20	77	34
ENSMUSG00000020183	Cpm	56	113	91	187	124	245	290	123	150	194	236	160	176	19	139	12
ENSMUSG00000020184	Mdm2	115	416	222.999	454	320	761.998	767	509.001	539	429	527	423	401	65	388	51
ENSMUSG00000020185	E2f7	0	3	1	2	3	1	6	4	3	2	4	2	7	0	1	1
ENSMUSG00000020186	Csrp2	1	12	12	10	15	39	81	27	29	30	9	4	34	0	4	6
ENSMUSG00000020189	Osbpl8	900	3945	2319	3745	1799	7547	3762	4515	4317	6027	4144	3293.98	6095	622.983	2812	622
ENSMUSG00000020190	Mknk2	66.007	175.001	148	200.074	173	467	410.999	321	298	339	315	242	385	44	188	33
ENSMUSG00000020191	4930415F15Rik	1	1	0	4	1	1	4	1	0	0	3	1	0	0	1	0
ENSMUSG00000020193	Zpbp	7	30	19	44	31	51	47	26	27	56	34	20	45	1	20	6
ENSMUSG00000020196	Cabin1	302	896	599	990	700	1325	1559	1161	1132	967	829	871	976	129	975	179
ENSMUSG00000020198	Ap3d1	369	1094	798	1533	993	2327	2643	1792	1564	1572	1444	910	1965	227	1118	260
ENSMUSG00000020205	Phlda1	27	86	53	60	53	85	84	48	78	70	56	51	77	2	106	17.254
ENSMUSG00000020211	Sf3a2	48.001	77	72	69	50	93	120	102	113.999	75	75	82.999	81	9	92	17.483
ENSMUSG00000020212	Mdm1	12	66	26	72	54	114.999	94	112	104	91	83	42	70	5	62	9
ENSMUSG00000020213	Glipr1l1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000020214	Glipr1l2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000020216	Jsrp1	6	22	15	33	12	66	38	56	40	36	42	25	37	2	21	3
ENSMUSG00000020218	Wif1	1	7	4	8	12	12	17	3	3	7	11	6	0	2	4	4
ENSMUSG00000020219	Timm13	63	165	145	244	106	413	374	235	366	309	309	169	270	33	174	43
ENSMUSG00000020220	Vps13d	752	2423	1787.999	3007	2270	3333	3954.999	2337.999	2601	2819.999	2569.001	2425	3120.999	371.001	2487.999	523
ENSMUSG00000020224	Llph	30	108	86.967	151	61	270.14	232.037	181	163	105	166.744	69.701	135.365	8	71	30
